City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Wanning,CN,2022-02-13 04:46:47,18.8003,110.3967,75.49,66,96,8.57
294,Tuatapere,NZ,2022-02-13 04:46:48,-46.1333,167.6833,52.83,75,100,5.91
295,Baykit,RU,2022-02-13 04:46:48,61.67,96.37,1.11,94,59,2.55
296,Burgersdorp,ZA,2022-02-13 04:46:49,-30.9977,26.3286,71.22,51,23,4.43
297,Hervey Bay,AU,2022-02-13 04:46:49,-25.2986,152.8535,84.31,69,49,20.49
298,Faanui,PF,2022-02-13 04:46:50,-16.4833,-151.75,81.36,72,96,11.41
299,Kamenka,RU,2022-02-13 04:44:25,51.3223,42.7678,9.09,97,64,8.48
300,La Palma,US,2022-02-13 04:46:50,33.8464,-118.0467,76.01,31,0,3.44
301,Lagoa,PT,2022-02-13 04:46:51,39.05,-27.9833,60.69,90,100,15.32
302,Kahului,US,2022-02-13 04:44:26,20.8947,-156.47,75.22,76,20,13.8
303,Rafaela,AR,2022-02-13 04:46:51,-31.2503,-61.4867,56.98,52,24,3.0
304,Alice Springs,AU,2022-02-13 04:46:52,-23.7,133.8833,96.22,43,0,6.91
305,Malinovskiy,RU,2022-02-13 04:46:52,61.1953,62.8397,-4.32,100,100,5.35
306,Fort Myers Beach,US,2022-02-13 04:46:53,26.452,-81.9481,69.85,62,40,4.61
307,Castro,BR,2022-02-13 04:46:53,-24.7911,-50.0119,58.3,97,4,3.11
308,Kirakira,SB,2022-02-13 04:46:54,-10.4544,161.9205,82.69,77,79,3.87
309,Mungwi,ZM,2022-02-13 04:46:54,-10.1732,31.3694,62.47,98,100,2.1
310,Kichera,RU,2022-02-13 04:46:55,55.9375,110.0997,-7.01,84,9,3.38
311,Nuuk,GL,2022-02-13 04:46:55,64.1835,-51.7216,14.61,92,100,4.61
312,Vila Franca Do Campo,PT,2022-02-13 04:46:56,37.7167,-25.4333,62.2,91,100,8.81
313,Tessalit,ML,2022-02-13 04:46:56,20.1986,1.0114,59.4,20,1,7.07
314,Yining,CN,2022-02-13 04:46:57,29.0361,114.5636,49.19,71,100,1.99
315,Antofagasta,CL,2022-02-13 04:45:45,-23.65,-70.4,65.48,79,22,1.95
316,Benalla,AU,2022-02-13 04:46:57,-36.55,145.9833,88.14,27,53,8.3
317,Atar,MR,2022-02-13 04:46:58,20.5169,-13.0499,63.88,27,78,7.47
318,Chapais,CA,2022-02-13 04:46:58,49.7834,-74.8492,-31.22,100,55,3.06
319,San Pedro,PH,2022-02-13 04:46:15,14.35,121.0167,84.31,69,80,15.28
320,Kem,RU,2022-02-13 04:46:59,64.9555,34.5793,5.59,88,5,8.66
321,Centralia,US,2022-02-13 04:42:13,46.7162,-122.9543,42.62,88,0,0.0
322,Abalak,RU,2022-02-13 04:46:59,58.1286,68.5944,3.16,92,100,1.68
323,Bushehr,IR,2022-02-13 04:47:00,28.9684,50.8385,59.02,82,0,11.5
324,Hennef,DE,2022-02-13 04:47:01,50.7756,7.2831,35.65,75,0,4.61
325,Rio Gallegos,AR,2022-02-13 04:47:01,-51.6226,-69.2181,57.25,51,0,18.41
326,Rosarito,MX,2022-02-13 04:47:01,32.3333,-117.0333,73.42,34,13,4.65
327,Verkhniy Uslon,RU,2022-02-13 04:47:02,55.7701,48.9823,17.82,99,58,6.35
328,Nantucket,US,2022-02-13 04:43:39,41.2835,-70.0995,43.0,79,97,13.69
329,Valdivia,CL,2022-02-13 04:45:21,-39.8142,-73.2459,55.49,75,54,3.65
330,Bonavista,CA,2022-02-13 04:47:03,48.6499,-53.1147,43.12,95,100,24.83
331,Tual,ID,2022-02-13 04:47:03,-5.6667,132.75,83.23,68,14,6.49
332,Nyurba,RU,2022-02-13 04:47:04,63.2842,118.3319,-8.73,94,99,3.06
333,Nelson Bay,AU,2022-02-13 04:47:04,-32.7167,152.15,77.95,55,67,10.4
334,Siverek,TR,2022-02-13 04:47:05,37.755,39.3167,39.81,47,78,7.14
335,Maryborough,AU,2022-02-13 04:47:05,-25.5333,152.7,80.74,54,84,12.66
336,Sechura,PE,2022-02-13 04:47:06,-5.5569,-80.8222,72.3,78,100,8.23
337,Ambilobe,MG,2022-02-13 04:47:06,-13.2,49.05,77.9,86,69,0.67
338,Kieta,PG,2022-02-13 04:47:07,-6.2167,155.6333,83.23,73,76,1.45
339,Nuqui,CO,2022-02-13 04:47:07,5.7125,-77.2708,76.51,89,100,3.8
340,Port Hardy,CA,2022-02-13 04:42:14,50.6996,-127.4199,45.75,93,75,4.61
341,Puerto Del Rosario,ES,2022-02-13 04:47:08,28.5004,-13.8627,62.28,72,0,6.91
342,Linqiong,CN,2022-02-13 04:47:09,30.4159,103.4609,51.62,59,4,4.43
343,Touros,BR,2022-02-13 04:45:25,-5.1989,-35.4608,79.7,82,25,7.2
344,Alta Floresta,BR,2022-02-13 04:47:09,-9.8756,-56.0861,69.42,97,100,0.94
345,Thompson,CA,2022-02-13 04:45:44,55.7435,-97.8558,-18.24,76,20,4.61
346,Noumea,NC,2022-02-13 04:47:10,-22.2763,166.4572,84.99,99,87,10.31
347,Buala,SB,2022-02-13 04:47:10,-8.145,159.5921,82.6,76,85,2.66
348,Uwajima,JP,2022-02-13 04:47:11,33.2238,132.56,42.76,92,100,5.17
349,Fukue,JP,2022-02-13 04:47:11,32.6881,128.8419,52.16,82,75,11.5
350,Biltine,TD,2022-02-13 04:47:12,14.5333,20.9167,66.79,15,60,9.66
351,Trondheim,NO,2022-02-13 04:47:12,63.4305,10.3951,42.01,85,100,4.23
352,Creel,MX,2022-02-13 04:46:11,27.75,-107.6333,34.59,57,90,6.76
353,Ybycui,PY,2022-02-13 04:47:13,-26.0167,-57.05,70.48,73,44,7.31
354,Zhaotong,CN,2022-02-13 04:47:13,27.3167,103.7167,45.27,53,51,4.25
355,Huarmey,PE,2022-02-13 04:46:00,-10.0681,-78.1522,71.74,79,77,7.47
356,Sitka,US,2022-02-13 04:47:14,57.0531,-135.33,35.49,93,75,3.44
357,Little Current,CA,2022-02-13 04:47:15,45.9793,-81.9248,-5.75,88,99,5.88
358,Tougue,GN,2022-02-13 04:47:15,11.4667,-11.6,61.61,20,0,1.63
359,Dauriya,RU,2022-02-13 04:47:15,49.9333,116.8667,-5.48,90,96,4.23
360,Lasa,IT,2022-02-13 04:47:16,46.6166,10.7002,27.86,33,93,1.66
361,Katima Mulilo,NA,2022-02-13 04:47:16,-17.5,24.2667,64.54,96,23,4.54
362,Puli,TW,2022-02-13 04:47:17,23.9664,120.9695,77.36,53,70,6.78
363,Henties Bay,NA,2022-02-13 04:47:17,-22.116,14.2845,71.85,79,95,1.12
364,Wajir,KE,2022-02-13 04:47:18,1.7471,40.0573,73.36,73,20,4.61
365,Carutapera,BR,2022-02-13 04:47:18,-1.195,-46.02,75.76,93,94,4.7
366,Dzerzhinsk,RU,2022-02-13 04:47:19,56.2389,43.4631,24.62,85,100,13.42
367,Carman,CA,2022-02-13 04:47:19,49.4992,-98.0016,-7.26,77,80,3.44
368,Chiredzi,ZW,2022-02-13 04:47:20,-21.05,31.6667,70.11,80,0,5.64
369,Husavik,IS,2022-02-13 04:47:20,66.0449,-17.3389,17.51,92,27,13.44
370,Funtua,NG,2022-02-13 04:47:21,11.5233,7.3081,58.77,16,3,9.78
371,Padang,ID,2022-02-13 04:47:21,-0.9492,100.3543,87.85,62,94,4.97
372,Ampanihy,MG,2022-02-13 04:47:22,-24.7,44.75,78.04,61,0,11.18
373,Jardim,BR,2022-02-13 04:47:22,-21.4803,-56.1381,76.26,52,84,2.46
374,Caravelas,BR,2022-02-13 04:47:23,-17.7125,-39.2481,75.6,86,100,3.09
375,Sioux Lookout,CA,2022-02-13 04:47:23,50.1001,-91.917,-18.02,75,0,3.44
376,Mayo,US,2022-02-13 04:47:24,38.8876,-76.5119,46.81,57,100,12.66
377,Pauini,BR,2022-02-13 04:47:24,-7.7136,-66.9764,72.7,96,54,0.63
378,Mount Isa,AU,2022-02-13 04:47:25,-20.7333,139.5,76.77,73,75,21.85
379,Nioro,GM,2022-02-13 04:47:25,13.35,-15.75,71.62,12,48,9.33
380,Novoanninskiy,RU,2022-02-13 04:47:26,50.5287,42.6747,12.25,96,10,7.31
381,Xichang,CN,2022-02-13 04:47:26,27.8964,102.2634,52.59,51,21,2.04
382,Deputatskiy,RU,2022-02-13 04:47:27,69.3,139.9,-11.33,93,100,6.13
383,Sompeta,IN,2022-02-13 04:47:27,18.9333,84.6,75.63,37,68,4.97
384,Omsukchan,RU,2022-02-13 04:47:28,62.5333,155.8,-20.13,97,53,4.43
385,Limbang,MY,2022-02-13 04:47:28,4.75,115.0,87.06,55,97,4.97
386,Mlonggo,ID,2022-02-13 04:47:29,-6.5333,110.7,84.09,79,100,3.18
387,Rocha,UY,2022-02-13 04:47:29,-34.4833,-54.3333,62.28,89,100,12.91
388,Vao,NC,2022-02-13 04:47:29,-22.6667,167.4833,81.66,74,88,7.29
389,Umm Kaddadah,SD,2022-02-13 04:47:19,13.6017,26.6876,56.91,22,9,13.53
390,Verkhoyansk,RU,2022-02-13 04:47:30,67.5447,133.385,-18.04,92,82,0.87
391,Ostrovnoy,RU,2022-02-13 04:47:31,68.0531,39.5131,15.98,97,96,4.41
392,Verkhnyaya Toyma,RU,2022-02-13 04:47:31,62.2349,44.9985,1.4,100,100,1.92
393,Klyuchi,RU,2022-02-13 04:47:32,52.2667,79.1667,16.59,88,99,12.53
394,Severo-Kurilsk,RU,2022-02-13 04:46:40,50.6789,156.125,25.38,70,90,7.2
395,Nikolskoye,RU,2022-02-13 04:45:20,59.7035,30.7861,35.71,92,100,9.86
396,Udarnyy,RU,2022-02-13 04:47:33,54.3409,42.8611,14.68,95,87,9.33
397,Dindori,IN,2022-02-13 04:47:33,22.95,81.0833,71.38,18,0,2.39
398,Nabire,ID,2022-02-13 04:47:34,-3.3667,135.4833,81.72,84,90,3.87
399,Na Klang,TH,2022-02-13 04:47:34,17.3072,102.1889,86.81,46,50,3.8
400,Chardara,KZ,2022-02-13 04:47:35,41.2547,67.9692,39.9,65,99,3.8
401,Ocos,GT,2022-02-13 04:47:35,14.5094,-92.1933,81.0,72,63,5.5
402,Talnakh,RU,2022-02-13 04:47:36,69.4865,88.3972,-5.96,74,42,9.78
403,Gainsborough,GB,2022-02-13 04:47:36,53.3833,-0.7667,50.02,93,100,17.27
404,Russell,US,2022-02-13 04:45:44,32.3502,-85.1999,52.88,81,0,0.0
405,Luis Correia,BR,2022-02-13 04:47:37,-2.8792,-41.6669,76.96,89,51,8.7
406,Zaraza,VE,2022-02-13 04:47:38,9.3503,-65.3245,72.84,78,60,4.36
407,Llanes,ES,2022-02-13 04:47:38,43.4198,-4.7549,49.89,74,39,4.47
408,Mama,RU,2022-02-13 04:47:38,58.3106,112.8986,-11.45,90,54,5.19
409,Omachi,JP,2022-02-13 04:47:39,36.5,137.8667,37.83,81,98,1.07
410,Tatawin,TN,2022-02-13 04:47:39,32.9297,10.4518,45.48,88,87,4.41
411,Novyy Urengoy,RU,2022-02-13 04:47:40,66.0833,76.6333,-9.9,94,6,14.38
412,Bantogon,PH,2022-02-13 04:47:40,6.5333,124.0333,84.09,66,87,4.56
413,Tiznit,MA,2022-02-13 04:47:41,29.5833,-9.5,53.37,50,2,3.76
414,Artesia,US,2022-02-13 04:47:41,33.8658,-118.0831,75.97,32,0,3.44
415,Bridlington,GB,2022-02-13 04:47:42,54.0831,-0.1919,48.38,91,100,8.01
416,Russellville,US,2022-02-13 04:44:34,35.2784,-93.1338,31.84,55,0,0.0
417,Berdigestyakh,RU,2022-02-13 04:47:42,62.0989,126.6992,-6.18,92,100,4.12
418,Bagli,IN,2022-02-13 04:47:43,22.65,76.35,68.22,21,3,6.96
419,Kawalu,ID,2022-02-13 04:44:49,-7.3817,108.2082,82.83,71,98,2.93
420,Atlantis,ZA,2022-02-13 04:47:44,-33.5667,18.4834,66.34,82,26,5.97
421,Maxixe,MZ,2022-02-13 04:47:44,-23.8597,35.3472,77.22,71,86,5.41
422,Stephenville,US,2022-02-13 04:47:44,32.2207,-98.2023,34.92,46,0,5.75
423,Flin Flon,CA,2022-02-13 04:42:53,54.7682,-101.865,-12.15,98,14,7.2
424,Constitucion,CL,2022-02-13 04:47:45,-35.3333,-72.4167,58.15,93,19,7.43
425,Moose Factory,CA,2022-02-13 04:45:29,51.2585,-80.6094,-16.62,69,0,6.91
426,Saurimo,AO,2022-02-13 04:47:46,-9.6608,20.3916,63.5,94,96,2.66
427,Mnogovershinnyy,RU,2022-02-13 04:47:46,53.9353,139.9242,9.3,85,92,3.2
428,Eyl,SO,2022-02-13 04:47:47,7.9803,49.8164,75.92,66,98,12.1
429,Yar-Sale,RU,2022-02-13 04:47:48,66.8333,70.8333,-10.1,95,77,15.08
430,Shizunai,JP,2022-02-13 04:43:05,42.3339,142.3669,30.63,65,85,18.32
431,Lexington,US,2022-02-13 04:45:07,37.9887,-84.4777,28.4,70,100,6.91
432,Gatesville,US,2022-02-13 04:43:54,31.4352,-97.7439,37.36,47,7,8.03
433,Kaitangata,NZ,2022-02-13 04:47:49,-46.2817,169.8464,54.93,81,100,10.09
434,Iskateley,RU,2022-02-13 04:47:49,67.6803,53.1512,8.38,95,99,9.93
435,Vysokogornyy,RU,2022-02-13 04:47:50,50.1167,139.15,19.6,82,100,6.33
436,Gizo,SB,2022-02-13 04:47:50,-8.103,156.8419,83.71,69,49,3.44
437,Lulea,SE,2022-02-13 04:47:51,65.5842,22.1547,6.87,85,100,2.3
438,Nizhniy Odes,RU,2022-02-13 04:47:51,63.6445,54.856,11.77,96,100,5.3
439,Binga,ZW,2022-02-13 04:47:52,-17.6203,27.3414,68.56,77,95,2.53
440,Gainesville,US,2022-02-13 04:43:01,29.6516,-82.3248,60.94,89,100,4.61
441,Nagar Karnul,IN,2022-02-13 04:47:53,16.4821,78.3247,78.73,32,45,9.86
442,Dunkwa,GH,2022-02-13 04:47:53,5.9656,-1.78,74.71,92,99,1.79
443,Taoudenni,ML,2022-02-13 04:47:54,22.6783,-3.9836,58.33,26,0,12.73
444,Naze,JP,2022-02-13 04:47:54,28.3667,129.4833,65.32,73,100,10.74
445,Sidi Bin Nur,TN,2022-02-13 04:47:55,35.5333,10.9167,49.91,84,3,8.12
446,Okha,RU,2022-02-13 04:47:55,53.5739,142.9478,14.32,87,59,6.96
447,Albanel,CA,2022-02-13 04:47:56,48.8832,-72.4487,-11.06,64,8,11.5
448,Gualaquiza,EC,2022-02-13 04:47:56,-3.4,-78.55,63.32,98,100,1.52
449,Coolum Beach,AU,2022-02-13 04:47:57,-26.5333,153.1,79.11,72,40,15.35
450,Durango,MX,2022-02-13 04:44:21,24.8333,-104.8333,40.87,41,52,2.86
451,Watsa,CD,2022-02-13 04:47:57,3.0372,29.5355,69.3,46,100,1.3
452,Kirovskiy,RU,2022-02-13 04:47:58,45.0917,133.5136,10.72,82,97,4.14
453,Brownsville,US,2022-02-13 04:43:09,25.9018,-97.4975,51.91,68,0,14.97
454,Balakhta,RU,2022-02-13 04:47:58,55.38,91.6,-3.42,92,39,3.38
455,Great Bend,US,2022-02-13 04:47:59,38.3645,-98.7648,36.03,47,75,9.22
456,Mbekenyera,TZ,2022-02-13 04:47:59,-10.0,38.9833,70.83,97,100,0.92
457,Mandera,KE,2022-02-13 04:48:00,3.9366,41.867,77.67,50,82,9.48
458,Iguape,BR,2022-02-13 04:44:55,-24.7081,-47.5553,72.68,83,26,3.51
459,Havoysund,NO,2022-02-13 04:48:00,70.9963,24.6622,22.08,69,69,9.86
460,Emerald,AU,2022-02-13 04:48:01,-23.5333,148.1667,91.35,37,0,9.22
461,Luderitz,NA,2022-02-13 04:48:01,-26.6481,15.1594,70.54,72,3,11.12
462,Sinop,TR,2022-02-13 04:48:02,41.7711,34.8709,35.62,98,100,5.95
463,Moffat,GB,2022-02-13 04:48:03,55.3323,-3.4454,45.61,97,98,6.49
464,Bardiyah,LY,2022-02-13 04:48:03,31.7561,25.0865,52.66,72,0,4.79
465,Perth,AU,2022-02-13 04:46:28,-31.9333,115.8333,88.66,43,0,9.22
466,Rexburg,US,2022-02-13 04:43:31,43.826,-111.7897,15.78,79,0,4.61
467,Dunedin,NZ,2022-02-13 04:48:04,-45.8742,170.5036,54.81,74,100,17.0
468,Severo-Yeniseyskiy,RU,2022-02-13 04:48:04,60.3725,93.0408,1.13,87,11,4.72
469,Salalah,OM,2022-02-13 04:48:05,17.0151,54.0924,73.49,64,75,4.61
470,Kingaroy,AU,2022-02-13 04:48:05,-26.5333,151.8333,77.04,47,75,14.97
471,Purranque,CL,2022-02-13 04:48:06,-40.9167,-73.1667,58.33,93,55,3.67
472,Matay,EG,2022-02-13 04:48:06,28.419,30.7792,50.45,62,0,7.07
473,Apac,UG,2022-02-13 04:48:07,1.9756,32.5386,72.3,66,57,3.49
474,Khani,GE,2022-02-13 04:48:07,41.9563,42.9566,27.97,81,7,5.1
475,Volksrust,ZA,2022-02-13 04:48:08,-27.3654,29.8818,60.37,53,3,3.11
476,Port Lincoln,AU,2022-02-13 04:48:09,-34.7333,135.8667,75.69,53,100,12.97
477,Yaan,NG,2022-02-13 04:48:09,7.3833,8.5667,73.38,66,47,4.81
478,Odesskoye,RU,2022-02-13 04:48:09,54.2111,72.9651,5.34,95,96,6.24
479,San Jose,US,2022-02-13 04:47:50,37.3394,-121.895,66.51,60,0,4.61
480,Pietersburg,ZA,2022-02-13 04:48:10,-23.9045,29.4688,58.05,82,0,1.14
481,Aksu,CN,2022-02-13 04:48:11,41.1231,80.2644,35.49,33,89,2.39
482,Brindisi,IT,2022-02-13 04:48:11,40.5833,17.6667,49.78,69,77,9.93
483,Lazaro Cardenas,MX,2022-02-13 04:48:12,17.9583,-102.2,74.89,61,3,3.15
484,Biak,ID,2022-02-13 04:47:54,-0.9131,122.8766,77.29,85,100,3.51
485,Tete,MZ,2022-02-13 04:48:12,-16.1564,33.5867,77.09,88,75,0.0
486,Tukrah,LY,2022-02-13 04:48:13,32.5341,20.5791,50.7,80,4,4.5
487,Comodoro Rivadavia,AR,2022-02-13 04:44:49,-45.8667,-67.5,64.26,68,0,4.61
488,Kargil,IN,2022-02-13 04:48:14,34.5667,76.1,-2.74,77,99,1.01
489,Myitkyina,MM,2022-02-13 04:48:14,25.3833,97.4,75.58,36,1,2.04
490,Ciudad Bolivar,VE,2022-02-13 04:48:14,8.1222,-63.5497,74.35,72,82,12.21
491,Humaita,BR,2022-02-13 04:48:15,-7.5061,-63.0208,73.06,95,83,1.79
492,Vestmannaeyjar,IS,2022-02-13 04:44:44,63.4427,-20.2734,32.07,86,95,12.5
493,Sargur,IN,2022-02-13 04:48:15,11.9833,76.4167,77.58,48,34,8.25
494,San Rafael,AR,2022-02-13 04:47:26,-34.6177,-68.3301,62.67,33,0,7.29
495,Ixtapa,MX,2022-02-13 04:48:16,20.7,-105.2,69.22,88,0,0.0
496,Atikokan,CA,2022-02-13 04:48:17,48.7555,-91.6216,-23.58,100,62,3.67
497,Arlit,NE,2022-02-13 04:48:17,18.7369,7.3853,60.42,19,0,4.16
498,Coldwater,US,2022-02-13 04:45:52,41.9403,-85.0005,17.71,67,100,3.44
499,Lata,PT,2022-02-13 04:48:18,40.1629,-8.3327,43.05,91,73,2.37
500,Taikang,CN,2022-02-13 04:48:18,46.8333,124.4167,7.18,84,46,5.66
501,Ilam,NP,2022-02-13 04:48:19,26.9167,87.9167,60.49,58,7,6.02
502,Manono,CD,2022-02-13 04:48:19,-7.3,27.4167,68.77,96,100,2.42
503,Iranshahr,IR,2022-02-13 04:48:19,27.2025,60.6848,59.34,36,20,0.0
504,Campana,AR,2022-02-13 04:48:20,-34.1687,-58.9591,61.09,75,0,1.23
505,Umm Lajj,SA,2022-02-13 04:48:20,25.0213,37.2685,64.89,26,0,13.15
506,Sao Joao Da Barra,BR,2022-02-13 04:45:21,-21.6403,-41.0511,72.5,90,99,4.36
507,Birao,CF,2022-02-13 04:48:21,10.2849,22.7882,64.9,14,100,8.52
508,Ayame,CI,2022-02-13 04:48:21,5.6083,-3.1563,74.52,91,48,2.53
509,Dicabisagan,PH,2022-02-13 04:48:22,17.0818,122.4157,76.51,86,99,8.93
510,Santa Cruz De Tenerife,ES,2022-02-13 04:48:22,28.4682,-16.2546,64.63,81,0,8.05
511,Timra,SE,2022-02-13 04:48:23,62.487,17.3257,31.68,93,75,9.22
512,Staicele,LV,2022-02-13 04:48:23,57.8364,24.75,31.37,85,100,14.27
513,Passo De Camaragibe,BR,2022-02-13 04:48:24,-9.2368,-35.4901,76.55,95,2,3.38
514,Tamboril,DO,2022-02-13 04:48:24,19.4854,-70.611,68.77,94,75,4.61
515,Puro,PH,2022-02-13 04:48:25,12.4841,123.3827,82.58,72,97,15.03
516,Roma,US,2022-02-13 04:48:25,43.2128,-75.4557,23.95,74,100,8.05
517,Maceio,BR,2022-02-13 04:48:26,-9.6658,-35.7353,76.44,88,20,3.44
518,Turiacu,BR,2022-02-13 04:48:26,-1.6633,-45.3717,75.29,94,82,3.02
519,Mogadishu,SO,2022-02-13 04:46:46,2.0371,45.3438,78.67,78,75,11.5
520,Waipawa,NZ,2022-02-13 04:48:27,-41.4122,175.5153,54.23,87,100,17.05
521,San Andres,CO,2022-02-13 04:48:27,12.5847,-81.7006,80.62,78,20,10.36
522,Falam,MM,2022-02-13 04:48:28,22.9167,93.6833,66.04,20,1,4.21
523,Mahibadhoo,MV,2022-02-13 04:48:28,3.7833,72.9667,80.87,73,100,4.88
524,Itanhem,BR,2022-02-13 04:48:29,-17.1664,-40.33,71.51,94,100,1.19
525,Karratha,AU,2022-02-13 04:48:29,-20.7377,116.8463,95.67,43,29,14.23
526,Penzance,GB,2022-02-13 04:48:30,50.1186,-5.5371,51.01,92,100,34.52
527,May Pen,JM,2022-02-13 04:48:30,17.9645,-77.2451,79.81,87,43,1.77
528,Tautira,PF,2022-02-13 04:45:58,-17.7333,-149.15,84.22,75,59,14.07
529,Santander,ES,2022-02-13 04:48:31,43.4647,-3.8044,47.46,71,69,3.0
530,Kaspiysk,RU,2022-02-13 04:48:31,42.8816,47.6392,44.78,65,26,38.03
531,Nemuro,JP,2022-02-13 04:48:32,43.3236,145.575,27.03,89,100,7.83
532,Mahajanga,MG,2022-02-13 04:48:32,-15.7167,46.3167,78.82,89,40,3.44
533,Tres Arroyos,AR,2022-02-13 04:48:32,-38.3739,-60.2798,52.38,60,31,7.76
534,Nicolet,CA,2022-02-13 04:48:33,46.2168,-72.6158,6.75,63,0,10.36
535,Erenhot,CN,2022-02-13 04:48:33,43.6475,111.9767,5.49,74,100,9.69
536,Bisho,ZA,2022-02-13 04:48:34,-32.8472,27.4422,66.83,85,35,9.95
537,Dharchula,IN,2022-02-13 04:48:34,29.85,80.5333,61.47,21,0,4.5
538,Adrar,MR,2022-02-13 04:44:18,20.5022,-10.0711,58.6,30,68,10.11
539,Coahuayana,MX,2022-02-13 04:48:35,18.7333,-103.6833,73.78,63,39,2.89
540,Alofi,NU,2022-02-13 04:48:35,-19.0595,-169.9187,82.29,78,96,14.97
541,Darhan,MN,2022-02-13 04:48:36,49.4867,105.9228,-7.69,87,97,1.03
542,Portland,US,2022-02-13 04:48:36,45.5234,-122.6762,51.78,46,0,3.0
543,Florida,US,2022-02-13 04:48:37,28.7505,-82.5001,65.03,90,100,0.0
544,Aljezur,PT,2022-02-13 04:48:37,37.3191,-8.8033,50.61,85,21,1.81
545,Porto San Giorgio,IT,2022-02-13 04:48:37,43.1827,13.7934,46.85,72,14,5.79
546,Taltal,CL,2022-02-13 04:45:23,-25.4,-70.4833,66.4,85,15,1.86
547,Hauterive,FR,2022-02-13 04:48:38,46.0901,3.4459,39.96,89,18,5.59
548,Rawson,AR,2022-02-13 04:48:39,-43.3002,-65.1023,70.2,33,43,8.99
549,Aktau,KZ,2022-02-13 04:48:39,43.65,51.2,43.38,93,67,15.26
550,Yushu,CN,2022-02-13 04:48:40,44.8,126.5333,8.8,77,30,6.96
551,Bombay,IN,2022-02-13 04:44:21,19.0144,72.8479,80.58,44,13,5.75
552,Megion,RU,2022-02-13 04:48:41,61.0296,76.1136,-6.99,96,15,12.71
553,Kushmurun,KZ,2022-02-13 04:48:41,52.4503,64.6311,9.21,97,71,4.72
554,Ojinaga,MX,2022-02-13 04:48:41,29.5667,-104.4167,46.42,42,0,4.61
555,Menongue,AO,2022-02-13 04:48:42,-14.6585,17.691,63.09,96,100,3.38
556,Hobyo,SO,2022-02-13 04:48:42,5.3505,48.5268,78.96,62,57,16.75
557,Ravar,IR,2022-02-13 04:48:43,31.2656,56.8055,48.74,53,89,9.6
558,Gazojak,TM,2022-02-13 04:48:43,41.1875,61.4036,39.49,58,10,4.23
559,Ales,FR,2022-02-13 04:48:44,44.1333,4.0833,45.25,89,92,2.15
560,Libourne,FR,2022-02-13 04:48:44,44.9167,-0.25,43.88,91,35,8.14
561,Los Llanos De Aridane,ES,2022-02-13 04:48:45,28.6585,-17.9182,60.55,76,20,8.05
562,Ryotsu,JP,2022-02-13 04:48:45,38.0833,138.4333,40.96,57,100,8.81
563,Bonthe,SL,2022-02-13 04:48:45,7.5264,-12.505,74.3,93,12,2.46
564,Ginda,IN,2022-02-13 04:48:46,30.6945,78.4932,43.77,18,0,5.44
565,Komsomolskiy,UZ,2022-02-13 04:48:46,40.4272,71.7189,40.42,87,100,0.0
566,Yumbel,CL,2022-02-13 04:45:17,-37.0833,-72.5667,57.92,51,100,3.83
567,Bilibino,RU,2022-02-13 04:48:47,68.0546,166.4372,-25.85,100,99,1.16
568,Mponela,MW,2022-02-13 04:48:48,-13.5319,33.7401,66.29,98,100,2.86
569,Saint-Augustin,CA,2022-02-13 04:48:48,51.226,-58.6502,32.7,99,100,10.42
570,Baghdad,IQ,2022-02-13 04:45:25,33.3406,44.4009,42.71,56,0,9.22
571,Belyy Yar,RU,2022-02-13 04:48:49,53.6039,91.3903,-13.11,84,92,0.0
572,Wewak,PG,2022-02-13 04:48:49,-3.5534,143.6268,84.02,73,32,5.79
573,Abu Kamal,SY,2022-02-13 04:48:50,34.4506,40.9171,48.83,56,0,8.55
574,San Quintin,MX,2022-02-13 04:48:50,30.4833,-115.95,64.2,47,85,3.83
575,Sekoma,BW,2022-02-13 04:48:51,-24.4,23.8833,66.83,49,0,9.46
576,Houma,US,2022-02-13 04:48:51,29.5958,-90.7195,52.0,68,36,13.67
577,Kaeo,NZ,2022-02-13 04:48:52,-35.1,173.7833,74.32,62,5,11.54
578,Hamilton,US,2022-02-13 04:44:42,39.1834,-84.5333,26.35,78,100,11.5
579,Babu,CN,2022-02-13 04:48:52,24.4167,111.5167,44.91,93,100,6.96
580,Uige,AO,2022-02-13 04:48:53,-7.6087,15.0613,63.99,99,98,1.68
581,Gazli,UZ,2022-02-13 04:48:53,40.1333,63.45,38.8,53,0,3.06
582,Plettenberg Bay,ZA,2022-02-13 04:48:54,-34.0527,23.3716,69.4,87,100,3.69
583,Wajima,JP,2022-02-13 04:48:54,37.4,136.9,41.68,70,75,10.36
584,Mackay,AU,2022-02-13 04:48:54,-21.15,149.2,83.68,78,40,21.85
585,Novogornyy,RU,2022-02-13 04:48:55,55.63,60.7919,11.79,95,79,4.72
586,Laramie,US,2022-02-13 04:48:56,41.3114,-105.5911,28.9,68,0,9.22
587,Dongsheng,CN,2022-02-13 04:48:56,39.8161,109.9776,24.12,44,78,25.21
588,Barbacena,BR,2022-02-13 04:48:56,-21.2258,-43.7736,61.3,99,89,2.73
589,Aktas,KZ,2022-02-13 04:48:57,49.7789,72.9608,24.55,94,99,21.0
590,Yulara,AU,2022-02-13 04:48:58,-25.2406,130.9889,96.64,11,3,8.05
